"",id,name,alcoholic,ingredients,glassType,instructions,drinkThumbnail,ingredientMeasures,text,category
275,275,Paloma,Alcoholic,"['Grape Soda', 'Tequila']",Collins glass,Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,"['3 oz', '1 1/2 oz']",question Generate a cocktail with Grape Soda Tequila answer Stir together and serve over ice.,Cocktail
276,276,Paradise,Alcoholic,"['Gin', 'Apricot Brandy', 'Orange Juice']",Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,"['7 parts', '4 parts', '3 parts ']",question Generate a cocktail with Gin Apricot Brandy Orange Juice answer Shake together over ice. Strain into cocktail glass and serve chilled.,Ordinary Drink
277,277,Pink Gin,Alcoholic,"['Bitters', 'Gin']",White wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,"['3 dashes ', '2 oz ']","question Generate a cocktail with Bitters Gin answer Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Ordinary Drink
278,278,Pegu Club,Alcoholic,"['Gin', 'Orange Curacao', 'Lime Juice', 'Angostura Bitters', 'Orange Bitters']",Cocktail glass,"Shake, strain, up, cocktail glass",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,"['1 1/2 oz', '3/4 oz', '3/4 oz', '1 dash', '1 dash']","question Generate a cocktail with Gin Orange Curacao Lime Juice Angostura Bitters Orange Bitters answer Shake, strain, up, cocktail glass",Cocktail
279,279,Pink Lady,Alcoholic,"['Gin', 'Grenadine', 'Light cream', 'Egg white']",Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,"['1 1/2 oz ', '1 tsp ', '1 tsp ', '1 ']","question Generate a cocktail with Gin Grenadine Light cream Egg white answer Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
280,280,Pink Moon,Alcoholic,"['Gin', 'Coconut Liqueur', 'Elderflower cordial', 'Lime Juice', 'Blackberries']",Whiskey Glass,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg,"['1 shot', '1 shot', '25 ml', '30 ml', 'Garnish with']","question Generate a cocktail with Gin Coconut Liqueur Elderflower cordial Lime Juice Blackberries answer Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Cocktail
281,281,Penicillin,Alcoholic,"['Blended Scotch', 'Lemon Juice', 'Honey syrup', 'Ginger Syrup', 'Islay single malt Scotch']",Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,"['2 oz', '3/4 oz', '2 tsp', '2 tsp', '1/4 oz']","question Generate a cocktail with Blended Scotch Lemon Juice Honey syrup Ginger Syrup Islay single malt Scotch answer Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",Cocktail
282,282,Pisco Sour,Alcoholic,"['Pisco', 'Lemon juice', 'Sugar', 'Ice', 'Egg White']",Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,"['2 oz ', '1 oz ', '1-2 tblsp ', '1', None]","question Generate a cocktail with Pisco Lemon juice Sugar Ice Egg White answer Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",Cocktail
283,283,Porto flip,Alcoholic,"['Brandy', 'Port', 'Egg Yolk']",Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,"['3 parts', '9 parts', '2 parts']","question Generate a cocktail with Brandy Port Egg Yolk answer Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Ordinary Drink
284,284,Pina Colada,Alcoholic,"['Light rum', 'Coconut milk', 'Pineapple']",Collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/upgsue1668419912.jpg,"['3 oz ', '3 tblsp ', '3 tblsp ']","question Generate a cocktail with Light rum Coconut milk Pineapple answer Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Ordinary Drink
285,285,Pink Penocha,Alcoholic,"['Everclear', 'Vodka', 'Peach schnapps', 'Orange juice', 'Cranberry juice']",Punch bowl,mix all ingredients into bowl keep iced stir frequently,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,"['750 ml ', '1750 ml ', '1750 ml ', '1 gal ', '1 gal ']",question Generate a cocktail with Everclear Vodka Peach schnapps Orange juice Cranberry juice answer mix all ingredients into bowl keep iced stir frequently,Punch / Party Drink
286,286,Pure Passion,Alcoholic,"['Rum', 'Passoa', 'Lime Juice', 'Passion fruit syrup', 'Peach Bitters', 'Mint']",Whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg,"['40 ml', '20 ml', '30 ml', '15 ml', 'Dash', 'Garnish with']",question Generate a cocktail with Rum Passoa Lime Juice Passion fruit syrup Peach Bitters Mint answer Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Cocktail
287,287,Popped cherry,Alcoholic,"['Vodka', 'Cherry liqueur', 'Cranberry juice', 'Orange juice']",Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,"['2 oz ', '2 oz ', '4 oz ', '4 oz ']",question Generate a cocktail with Vodka Cherry liqueur Cranberry juice Orange juice answer Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Ordinary Drink
288,288,Poppy Cocktail,Alcoholic,"['Gin', 'Creme de Cacao']",Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,"['1 1/2 oz ', '3/4 oz white ']","question Generate a cocktail with Gin Creme de Cacao answer Shake ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
289,289,Port Wine Flip,Alcoholic,"['Port', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']",Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,"['1 1/2 oz ', '2 tsp ', '1 tsp ', '1 whole ', None]",question Generate a cocktail with Port Light cream Powdered sugar Egg Nutmeg answer Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Ordinary Drink
290,290,Planter's Punch,Alcoholic,"['Dark rum', 'Orgeat syrup', 'Orange juice', 'Pineapple juice']",Collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",https://www.thecocktaildb.com/images/media/drink/fdk8a31606854815.jpg,"['1 part ', '1/2 part ', '2 parts ', '1 part ']","question Generate a cocktail with Dark rum Orgeat syrup Orange juice Pineapple juice answer Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Punch / Party Drink
291,291,Pineapple Paloma,Alcoholic,"['Tequila', 'Grapefruit Juice', 'Fresh Lime Juice', 'Pineapple Juice', 'Lime', 'Pepper']",Collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg,"['4 oz', '4 oz', '1 oz', '8 oz', 'Garnish with', 'Rimmed']","question Generate a cocktail with Tequila Grapefruit Juice Fresh Lime Juice Pineapple Juice Lime Pepper answer Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",Cocktail
292,292,Pornstar Martini,Alcoholic,"['Vodka', 'Passoa', 'Passion fruit juice', 'Lime', 'Prosecco']",Cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,https://www.thecocktaildb.com/images/media/drink/xjhjdf1630406071.jpg,"['3 cl', '3 cl', '1 cl', '1 cl', '1 shot']",question Generate a cocktail with Vodka Passoa Passion fruit juice Lime Prosecco answer Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Cocktail
293,293,Planter’s Punch,Alcoholic,"['Dark Rum', 'Orange Juice', 'Pineapple Juice', 'Grenadine', 'Sugar Syrup', 'Angostura Bitters']",Highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,https://www.thecocktaildb.com/images/media/drink/jn6o251643844541.jpg,"['4.5 cL', '3 cl', '3.5 cl', '1 cl', '1 cl', '4 drops']",question Generate a cocktail with Dark Rum Orange Juice Pineapple Juice Grenadine Sugar Syrup Angostura Bitters answer Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Cocktail
294,294,Port And Starboard,Alcoholic,"['Grenadine', 'Green Creme de Menthe']",Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,"['1 tblsp ', '1/2 oz ']","question Generate a cocktail with Grenadine Green Creme de Menthe answer Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Ordinary Drink
295,295,Port Wine Cocktail,Alcoholic,"['Port', 'Brandy']",Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,"['2 1/2 oz ', '1/2 tsp ']","question Generate a cocktail with Port Brandy answer Stir ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
296,296,Pysch Vitamin Light,Non alcoholic,"['Orange juice', 'Apple juice', 'Pineapple juice', 'Ice']",Collins Glass,Shake with ice.,https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,"['1 part ', '1 part ', '1 part ', None]",question Generate a cocktail with Orange juice Apple juice Pineapple juice Ice answer Shake with ice.,Ordinary Drink
297,297,Pink Panty Pulldowns,Alcoholic,"['Sprite', 'Pink lemonade', 'Vodka']",Collins Glass,Shake well,https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,"['1 L ', '2 cups ', '2 cups ']",question Generate a cocktail with Sprite Pink lemonade Vodka answer Shake well,Ordinary Drink
298,298,Passion Fruit Martini,Alcoholic,"['Vodka', 'Sugar Syrup', 'Passion fruit juice']",Cocktail glass,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,"['1 shot', '1/2 shot', 'Full Glass']",question Generate a cocktail with Vodka Sugar Syrup Passion fruit juice answer Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Cocktail
299,299,Pineapple Gingerale Smoothie,Non alcoholic,"['Ginger', 'Pineapple']",Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,"['1/4 inch ', '1/2 ']",question Generate a cocktail with Ginger Pineapple answer Throw everything into a blender and liquify.,Other / Unknown
300,300,Quentin,Alcoholic,"['Dark rum', 'Kahlua', 'Light cream', 'Nutmeg']",Cocktail glass,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,"['1 1/2 oz ', '1/2 oz ', '1 oz ', '1/8 tsp grated ']","question Generate a cocktail with Dark rum Kahlua Light cream Nutmeg answer In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Ordinary Drink
301,301,Queen Bee,Alcoholic,"['Coffee brandy', 'Lime vodka', 'Sherry']",Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,"['1 oz ', '1 1/2 oz ', '1/2 oz cream ']","question Generate a cocktail with Coffee brandy Lime vodka Sherry answer Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
302,302,Quick F**K,Alcoholic,"['Kahlua', 'Midori melon liqueur', 'Baileys irish cream']",Shot glass,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",https://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,"['1 part ', '1 part ', '1 part ']","question Generate a cocktail with Kahlua Midori melon liqueur Baileys irish cream answer In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",Shot
303,303,Quick-sand,Alcoholic,"['Black Sambuca', 'Orange juice']",Highball glass,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,"['25 ml ', 'Add 250 ml ']","question Generate a cocktail with Black Sambuca Orange juice answer Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Ordinary Drink
